,paper-date,title,paragraph,sentence,source:ADJ,source:ADP,source:ADV,source:AUX,source:CCONJ,source:DET,source:INTJ,source:NOUN,source:NUM,source:PRON,source:PROPN,source:PUNCT,source:SCONJ,source:SYM,source:VERB,source:X,advmod,aux,cop,fixed,iobj,nmod:poss,nsubj,nsubj:pass,obj,obl,obl:agent,xcomp,ID
18966,AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP,"NL-Alert, rampen zitten op kanaal 119.docx",7,0,stand-by,,,,,,,,,,,,,,,,dan,,zijn,,,,ik,,,,,,"AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP NL-Alert, rampen zitten op kanaal 119.docx"
18967,AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP,"NL-Alert, rampen zitten op kanaal 119.docx",,,,,,,,,,zendamateur,,,,,,,,,,,,,,,wij,,,,,,"AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP NL-Alert, rampen zitten op kanaal 119.docx"
18968,AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP,"NL-Alert, rampen zitten op kanaal 119.docx",,1,,,,,,,,steelpanne,,,,,,,,,,,,,,mijn,,,,,,,"AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP NL-Alert, rampen zitten op kanaal 119.docx"
18969,AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP,"NL-Alert, rampen zitten op kanaal 119.docx",,,,,,,,,,,,,,,,,weggooien,,,kunnen,,,,,ik,,steelpanne,,,,"AD_Algemeen Dagblad-date-2013-02-05-page-11.zip.ZIP NL-Alert, rampen zitten op kanaal 119.docx"
18970,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Twee halve eeuwen.docx,0,2,,,,,,,,jeugd,,,,,,,,,,,,,,mijn,,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Twee halve eeuwen.docx
18971,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Twee halve eeuwen.docx,,,,,,,,,,baas,,,,,,,,,,,,,,mijn,,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Twee halve eeuwen.docx
18972,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Twee halve eeuwen.docx,1,2,ernstig,,,,,,,,,,,,,,,,zo,,zijn,,,,Zomer;ik,,,"in de greep van de Tour-bacil dat ik mijn even eerder hertrouwde moeder, die op huwelijksreis in Oostenrijk was",,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Twee halve eeuwen.docx
18973,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Twee halve eeuwen.docx,,,,,,,,,,moeder,,,,,,,,,,,,,,mijn,ik,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Twee halve eeuwen.docx
18974,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Twee halve eeuwen.docx,,7,,,,,,,,,,,,,,,afvragen,,,,,,,,ik,,,vergiffenis,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Twee halve eeuwen.docx
18975,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Van kleine rakker tot rijdende rolbeugel.docx,3,1,,,,,,,,,,,,,,,lijken,,toch;niet,,,,me,,dit;keuze,,,onder ons,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Van kleine rakker tot rijdende rolbeugel.docx
18976,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Van kleine rakker tot rijdende rolbeugel.docx,4,2,,,,,,,,,,,,,,,nemen,,trouwens;zo;weer,mogen,,,,,,laat,,van mij ;in productie ,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Van kleine rakker tot rijdende rolbeugel.docx
18977,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Van kleine rakker tot rijdende rolbeugel.docx,,,,,,,,,,,,,,,,,onderteken,,blindelings,,,,,,ik,,koopcontract,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Van kleine rakker tot rijdende rolbeugel.docx
18978,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Van kleine rakker tot rijdende rolbeugel.docx,5,4,,,,,,,,,,,,,,,gok,,,,,,,,ik,,,op het laatste,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Van kleine rakker tot rijdende rolbeugel.docx
18979,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Verfilmde Uren ; 2.docx,0,2,,,,,,,,,,,,,,,horen,,,hebben,,,,,ik,,lezer,tot nu ,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Verfilmde Uren ; 2.docx
18980,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Verfilmde Uren ; 2.docx,2,2,,,,,,,,,,,,,,,las,,opnieuw,,,,,,ik,,boek,na de film ,,prachtig,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Verfilmde Uren ; 2.docx
18981,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Verfilmde Uren ; 2.docx,,3,,,,,,,,,,,,,,,gaan,,Liefst;nu;nog;weer,,,,,,ik,,film,,,zien,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Verfilmde Uren ; 2.docx
18982,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,7,2,,,,,,,,,,,,,,,voorstellen,,,hebben,,,,,ik,,het;hierboven,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18983,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,11,3,,,,,,,,,,,,,,,denken,,,moeten,,,,,ik,,,aan Garcia Marquez' ,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18984,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,20,4,,,,,,,,,,,,,,,lijken,,,,,,mij,,psychologie,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18985,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,21,2,,,,,,,,,,,,,,,betreffen,,,hebben,,,,,dierlijk;wat;mij,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18986,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,25,0,,,,,,,,,,,,,,,zeggen,,niet,zullen,,,,,ik,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18987,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,27,1,,,,,,,,,,,,,,,weten,,niet,zullen,,,,,ik,,het,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18988,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,28,0,,,,,,,,,,,,,,,betreffen,,,,,,,,wat,,mij,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18989,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,,,,,,,,,,voorkeur,,,,,,,,,,,,,,mijn,,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18990,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,,1,,,,,,,,,,,,,,,vinden,,,,,,,,Allard,,ik,"in weerwil van het vakmanschap, iets te ouderwets en te gratuit",,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18991,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,,3,,,,,,,,oog,,,,,,,,,,,,,,mijn,,,,,,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18992,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP,Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx,29,0,,,,,,,,,,,,,,,kiezen,,daarom,,,,,,ik,,,", na enige aarzeling ",,,NRC Handelsblad-date-2003-05-02-page-14.zip.ZIP Zoals het thuis getikt is ; De Librisnominaties tonen de morele inzet van de familieroman.docx
18993,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,"Moe, moe, moe, maar altijd tiptop.docx",1,3,,,,,,,,klop,,,,,,,,,,,,,,,ik,,,tegen het raam ,,,"de Volkskrant-date-2017-06-03-page-18.zip.ZIP Moe, moe, moe, maar altijd tiptop.docx"
18994,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,"Moe, moe, moe, maar altijd tiptop.docx",7,3,,,,,,,,,,,,,,,vinden,,,,,,,,ik,,,,,,"de Volkskrant-date-2017-06-03-page-18.zip.ZIP Moe, moe, moe, maar altijd tiptop.docx"
18995,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Niet voor de eendjes.docx,2,1,,,,,,,,favoriet,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Niet voor de eendjes.docx
18996,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Niet voor de eendjes.docx,,4,,,,,,,,,,,,,,,draaien,,graag,,,,hem,,ik,,,in mijn ijsmachientje,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Niet voor de eendjes.docx
18997,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Niet voor de eendjes.docx,,,,,,,,,,ijsmachien,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Niet voor de eendjes.docx
18998,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Niet voor de eendjes.docx,,5,,,,,,,,,,,,,,,verbouwen,,dus;zo,,,,,,ik,,recept;kleint,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Niet voor de eendjes.docx
18999,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Onleesbaar briefje.docx,1,6,,,,,,,,,,,,,,,komen,,,,,,,,we,,,"Met de hulp van een columnist die een beetje Russisch kan, een reizende politiek verslaggever, mensen te Moskou en vele andere twitteraars ;tot de volgende vertaling",,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Onleesbaar briefje.docx
19000,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Politieke kraker.docx,10,0,,,,,,,,,,,,,,,adviseren,,,,,,u,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Politieke kraker.docx
19001,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,PSV en de zielzoeker.docx,14,1,,,,,,,,,,,,,,,uitgaan,,niet,,,,,,dat,,,bij mij ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP PSV en de zielzoeker.docx
19002,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Sir Edmund.docx,0,0,,,,,,,,,,,,,,,zien,,,,,,,,ik,,documentairereeks,In het holst van de jaren 80 ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Sir Edmund.docx
19003,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Sir Edmund.docx,3,0,,,,,,,,,,,,,,,lijken,,,,,,mij,,deel,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Sir Edmund.docx
19004,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Sir Edmund.docx,,1,,,,,,,,,,,,,,,opvoeden,,,,zijn,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Sir Edmund.docx
19005,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Sir Edmund.docx,,,,,,,,,,,,,,,,,vinden,,tegelijk;wel;niet,,,,,,ik,,,,,griezelig,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Sir Edmund.docx
19006,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Sir Edmund.docx,,,gretig,,,,,,,,,,,,,,,,,,,,,,ik,,het,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Sir Edmund.docx
19007,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,1,0,,,,,,,,,,,,,,,komen,,,,,,,,ik,,,"Met het mooie strandweer van de afgelopen dagen ;op het volgende raadsel, een dubbel raadsel zelfs",,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19008,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,1,,,,,,,,,,,,,,,vinden,,,,,,,,ik,,hem,,,geestig,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19009,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,,,,,,,,,,,,,,,,zeggen,,,,,,mij,,,,eerlijkheid,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19010,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,,,,,,,,,omgeving,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19011,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,,,,,,,,,,,,,,,,aankeken,,,,,,mij,,mens,,,in mijn omgeving ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19012,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,,gek,,,,,,,,,,,,,,,,,,zijn,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19013,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,3,0,,,,,,,,,,,,,,,lezen,,,hebben,,,,,ik,,recensie,"Met veel interesse ;van vier boeken over Feyenoord (Sir Edmund, 27 mei)",,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19014,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,[Strandweer Met het mooie strandweer van de afgelop...]_.docx,,1,,,,,,,,,,,,,,,missen,,helaas,,,,,,ik,,recensie,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP [Strandweer Met het mooie strandweer van de afgelop...]_.docx
19015,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Suggestie van vaas.docx,2,0,,,,,,,,,,,,,,,geven,,,,,,,,wij,,weg,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Suggestie van vaas.docx
19016,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,VOETNOOT noodlot.docx,0,0,,,,,,,,,,,,,,,schrijven,,waarom;weinig,,,,,,ik,,,over klimaatverandering ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP VOETNOOT noodlot.docx
19017,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,VOETNOOT noodlot.docx,,1,,,,hebben,,,,,,,,,,,,,,,,,,,ik,,,met dat onderwerp wat de Weense schrijver Karl Kraus met Hitler had,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP VOETNOOT noodlot.docx
19018,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,VOETNOOT noodlot.docx,1,0,,,,,,,,,,,,,,,hielp,,,,,,,,Trump,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP VOETNOOT noodlot.docx
19019,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,2,0,,,,,,,,,,,,,,,zien,,,,,,,,ik,,veel,van die strips op de sociale media,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19020,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,1,,,,,,,,,,,,,,,denken,,,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19021,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,2,,,,,,,,,,,,,,,las,,onlangs;toch,,,,,,ik,,strip,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19022,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,,,,,,,,,,,,,,,,zetten,,weliswaar;toch,,,,,,die,,me,aan het denken ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19023,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,6,1,,,,,,,,,,,,,,,komen,,zelf,,,,,,ik,,eind,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19024,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,7,0,,,,,,,,,,,,,,,komen,,,,,,,,kinderschoen,,,op mij ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19025,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,1,,,,,,,,,,,,,,,zitten,,soms;helemaal,zijn,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19026,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,2,,,,,,,,,,,,,,,gaan,,dan,,,,,,ik,,,een week ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19027,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,7,,,,,,,,,,,,,,,hoeven,,,,,,,,ik,,,,,doen,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19028,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,,,,,,,,,,,,,,,,doen,,lekker,,,,,,,,niks,Voor mij,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19029,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,,,,,,,,,,,,,,,,zien,,,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19030,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Waspoeder.docx,,8,,,,,,,,gezinlid,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Waspoeder.docx
19031,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,1,0,,,,,,,,,,,,,,,koken,,zelf;eigenlijk;wel,kunnen,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19032,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,2,3,,,,,,,,huisgenote,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19033,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,4,,,,,,,,,,,,,,,zetten,,,,,,,,ik,,wat,op tafel ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19034,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,6,,,,,,,,,,,,,,,doen,,omgekeerd;overigens;ook;niet,,,,,,ik,,dat,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19035,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,3,1,speel,,,,,,,,,,,,,,,,thuis,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19036,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,3,,,,,,,,keuken,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19037,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,4,3,,,,,,,,,,,,,,,beginnen,,nooit,zullen,,,,,ik,,restaurant,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19038,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,5,0,,,,,,,,,,,,,,,houden,,,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19039,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,1,,,,hebben,,,,,,,,,,,,,,,,,,,ik,,kast,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19040,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,,,,,,,,,,,,,kunnen,,,,,,,,ik,,waar;kant,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19041,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,3,,,,,,,,,,,,,,,improviseren,,graag,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19042,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,4,,,,,,,,,,,,,,,proberen,,,,,,,,ik,,,,,koken,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19043,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,5,,,,,,,,,,,,,,,maken,,,,,,,,ik,,kook,- naar eigen recept,,blij,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19044,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,,,,,,echtgenote,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19045,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,,,,,,,,,,,,,moussaka,,,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19046,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,6,,,,,,,,aardappel,,,,,,,,,gek,zijn,,,,,ik,,,op paardenbiefstuk met gebakken ,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19047,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,6,1,,,,,,,,,,,,,,,lijken,,,,,,ons,,dat,,,,,manier,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19048,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,,,,,,jubileum,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19049,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,2,,,,,,,,mailbox,,,,,,,,,,,,,,mijn,,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19050,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,4,,,,,,,,,,,,,,,hebben,,,,,,,,ik,,,(wit als u het per se wilt weten),,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19051,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,,,,,,,,,,,,,blijven,,hoe,,,,,,ik,,,bij al dat eten ,,slank,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19052,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,,,,onderweg,,,,,,,,,,,,,,,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19053,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,,5,,,,,,,,,,,,,,,vertelen,,daar,,,,,,ik,,niemand;iets,,,waarschijnlijk,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19054,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,7,1,mogelijk,,,,,,,,,,,,,,,,goed,zullen,,,,,die;ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
19055,de Volkskrant-date-2017-06-03-page-18.zip.ZIP,Wat u altijd al van Mac van Dinther wilde weten.docx,8,0,,,,,,,,,,,,,,,selecteer,,hoe,,,,,,ik,,,,,,de Volkskrant-date-2017-06-03-page-18.zip.ZIP Wat u altijd al van Mac van Dinther wilde weten.docx
